Password No., Original Entropy, Bcrypt Entropy, Argon2 Entropy
2535, 2.9219, 5.2358, 5.4104
2536, 3.3219, 5.1106, 5.4529
2537, 3.1699, 5.1899, 5.5236
2538, 2.9477, 4.9566, 5.3201
2539, 3.5850, 5.0188, 5.3498
2540, 3.3219, 5.0773, 5.4735
2541, 3.3219, 5.1691, 5.4979
2542, 3.5850, 5.0440, 5.4361
2543, 3.3219, 5.0773, 5.5286
2544, 3.4183, 5.1817, 5.3911
2545, 3.4594, 5.2025, 5.4516
2546, 3.1699, 5.2566, 5.4722
2547, 3.2776, 4.9899, 5.4563
2548, 3.3219, 5.1981, 5.4763
2549, 2.9219, 5.1232, 5.5097
2550, 3.5850, 5.0899, 5.6193
2551, 3.1699, 5.1358, 5.4823
2552, 3.4183, 5.2151, 5.4283
2553, 3.0000, 5.0522, 5.3614
2554, 3.1219, 5.1188, 5.4746
2555, 3.1699, 5.1899, 5.5469
2556, 3.5850, 5.1423, 5.5108
2557, 3.0000, 5.0647, 5.4891
2558, 2.6416, 5.0981, 5.4979
2559, 3.0000, 5.0232, 5.3654
2560, 3.3219, 5.2484, 5.4171
2561, 2.7500, 5.1899, 5.4722
2562, 3.1219, 5.0522, 5.5108
2563, 3.5850, 5.2566, 5.4384
2564, 3.3219, 5.0188, 5.4952
2565, 3.3219, 5.1151, 5.3742
2566, 3.1699, 5.1232, 5.4361
2567, 3.1699, 5.2566, 5.5547
2568, 3.1219, 5.0358, 5.4489
2569, 2.9477, 5.0090, 5.5598
2570, 3.0000, 5.2151, 5.5520
2571, 3.2776, 5.0855, 5.5057
2572, 3.1699, 5.1440, 5.5314
2573, 3.3219, 5.0566, 5.3498
2574, 2.7500, 4.7838, 5.4401
2575, 3.5850, 5.0773, 5.5598
2576, 3.1699, 5.2899, 5.3921
2577, 3.0000, 5.1566, 5.4823
2578, 3.1699, 5.2025, 5.5676
2579, 2.7500, 5.2484, 5.4428
2580, 2.7500, 4.9964, 5.3191
2581, 3.4183, 5.2025, 5.4929
2582, 3.3219, 5.0631, 5.3717
2583, 3.3219, 5.1773, 5.5676
2584, 3.3219, 5.2773, 5.4695
2585, 3.2776, 5.0106, 5.3843
2586, 3.3219, 5.1817, 5.4979
2587, 2.9477, 5.1232, 5.3485
2588, 3.1699, 5.1358, 5.4350
2589, 3.1699, 5.2566, 5.3850
2590, 3.1219, 5.1232, 5.5804
2591, 3.4183, 4.9172, 5.1864
2592, 3.2776, 4.9566, 5.6216
2593, 3.3219, 5.0691, 5.5469
2594, 2.7500, 5.1358, 5.5419
2595, 3.1699, 5.2106, 5.4645
2596, 3.1219, 4.8188, 5.4901
2597, 3.1699, 5.1341, 5.3732
2598, 3.4183, 4.9899, 5.5648
2599, 3.4183, 5.2484, 5.4607
2600, 3.5850, 5.2025, 5.4840
2601, 2.9477, 5.0773, 5.6037
2602, 3.0000, 4.9712, 5.3883
2603, 3.4594, 5.1566, 5.5716
2604, 3.0000, 5.1691, 5.5882
2605, 3.2776, 5.1691, 5.4255
2606, 3.4594, 5.1440, 5.4931
2607, 3.5850, 5.3151, 5.4323
2608, 3.0000, 4.9757, 5.3509
2609, 3.1699, 5.1566, 5.4401
2610, 3.4594, 5.0297, 5.4746
2611, 3.0000, 5.2151, 5.4195
2612, 3.0958, 5.2817, 5.3403
2613, 3.0000, 5.1899, 5.4746
2614, 3.2516, 5.0647, 5.3282
2615, 3.3219, 5.2358, 5.4645
2616, 3.5850, 5.0090, 5.4645
2617, 3.0958, 5.0691, 5.4685
2618, 3.0000, 5.2566, 5.4695
2619, 3.0000, 5.0314, 5.4881
2620, 2.7500, 5.1297, 5.4851
2621, 3.4183, 5.0025, 5.4823
2622, 3.1219, 5.1232, 5.3843
2623, 2.7500, 4.9647, 5.5263
2624, 3.5850, 5.1484, 5.6528
2625, 3.3219, 5.1232, 5.5625
2626, 3.1219, 4.9423, 5.5108
2627, 3.0000, 5.0855, 5.4232
2628, 3.1699, 5.1025, 5.4479
2629, 3.1219, 4.9882, 5.4039
2630, 3.1219, 5.0691, 5.4942
2631, 3.3219, 5.0773, 5.4283
2632, 3.2776, 5.0440, 5.5080
2633, 3.1219, 5.2484, 5.4049
2634, 2.8454, 5.1691, 5.5236
2635, 2.7500, 5.1773, 5.4567
2636, 3.4594, 4.9838, 5.4796
2637, 2.7500, 5.1899, 5.5080
2638, 3.1699, 4.9855, 5.5097
2639, 3.1699, 5.0188, 5.5057
2640, 2.9477, 5.2691, 5.4590
2641, 3.1699, 5.0691, 5.3938
2642, 3.0000, 5.2566, 5.3883
2643, 2.7500, 5.1232, 5.4813
2644, 3.3219, 5.3276, 5.5783
2645, 3.3219, 5.1232, 5.3370
2646, 3.0000, 4.9358, 5.5726
2647, 3.0000, 5.0379, 5.4479
2648, 3.3219, 4.8964, 5.5419
2649, 3.0958, 5.1691, 5.5253
2650, 3.1699, 5.0106, 5.4735
2651, 3.1699, 4.9440, 5.4567
2652, 3.1699, 5.1025, 5.4931
2653, 2.7219, 4.9046, 5.5469
2654, 3.1699, 5.0106, 5.4952
2655, 3.1699, 5.2232, 5.3823
2656, 3.0000, 5.2566, 5.3437
2657, 3.1699, 5.0647, 5.4144
2658, 3.0000, 5.0773, 5.2880
2659, 2.9477, 5.1773, 5.3900
2660, 3.5850, 5.2025, 5.4607
2661, 3.1699, 5.1773, 5.2390
2662, 3.3219, 5.1314, 5.4685
2663, 3.4594, 5.2232, 5.4813
2664, 3.0000, 5.1817, 5.4800
2665, 3.1699, 5.0773, 5.5209
2666, 3.1699, 5.2358, 5.5676
2667, 3.2776, 5.0297, 5.5726
2668, 3.2776, 5.1106, 5.2762
2669, 3.2776, 5.0773, 5.5882
2670, 3.0000, 4.9505, 5.5520
2671, 3.0000, 5.1943, 5.5547
2672, 3.3219, 4.9188, 5.5019
2673, 3.1699, 4.9899, 5.2943
2674, 2.7500, 5.1757, 5.4438
2675, 3.2776, 5.1773, 5.4658
2676, 3.0000, 5.0314, 5.4519
2677, 2.7500, 5.0566, 5.3778
2678, 3.2516, 5.0566, 5.2842
2679, 3.4594, 5.0773, 5.4489
2680, 3.1219, 5.2358, 5.5057
2681, 3.2776, 5.0899, 5.3214
2682, 2.9477, 5.1106, 5.4800
2683, 2.9477, 5.0566, 5.5253
2684, 3.4594, 5.1090, 5.4167
2685, 3.0850, 5.1773, 5.6010
2686, 3.3219, 5.1232, 5.4840
2687, 3.0000, 5.0358, 5.4401
2688, 3.1699, 5.1151, 5.3843
2689, 2.9477, 5.0899, 5.3559
2690, 3.0000, 5.2232, 5.5135
2691, 2.7255, 4.8111, 5.4735
2692, 3.1219, 4.9647, 5.4891
2693, 3.5850, 5.1691, 5.3782
2694, 2.9219, 5.1106, 5.4333
2695, 3.3219, 4.9647, 5.5108
2696, 3.2776, 5.3025, 5.4918
2697, 3.4183, 5.3151, 5.4695
2698, 3.1219, 5.0647, 5.4077
2699, 3.4183, 5.1647, 5.5442
2700, 3.3219, 5.2232, 5.3900
2701, 2.7500, 5.2817, 5.4735
2702, 3.0000, 5.2025, 5.5648
2703, 3.1699, 5.0232, 5.3458
2704, 3.3219, 5.1188, 5.3549
2705, 2.7500, 4.9899, 5.4323
2706, 2.9477, 4.9106, 5.5804
2707, 2.9219, 5.0106, 5.4881
2708, 3.4594, 4.9647, 5.4117
2709, 3.3219, 5.0232, 5.4952
2710, 3.3219, 5.2232, 5.3302
2711, 3.1699, 5.1358, 5.2890
2712, 2.7255, 5.2025, 5.3677
2713, 3.3219, 5.0981, 5.4979
2714, 2.7500, 5.1440, 5.4773
2715, 3.4183, 5.1025, 5.4154
2716, 3.3219, 5.0172, 5.4851
2717, 3.3219, 5.1025, 5.4529
2718, 3.5850, 5.0396, 5.5314
2719, 3.0000, 5.1484, 5.4350
2720, 2.6416, 4.7964, 5.4479
2721, 3.4183, 5.0172, 5.4350
2722, 3.2776, 5.1314, 5.4607
2723, 3.5850, 5.2817, 5.4438
2724, 3.3219, 4.9505, 5.4441
2725, 3.3219, 4.9522, 5.5703
2726, 3.0000, 5.1232, 5.4184
2727, 3.1699, 4.8729, 5.4773
2728, 2.7500, 5.0566, 5.4773
2729, 3.1699, 5.0899, 5.3586
2730, 3.5850, 4.9773, 5.3732
2731, 3.3219, 5.0232, 5.2447
2732, 3.2776, 5.1773, 5.4735
2733, 3.3219, 5.2232, 5.2950
2734, 3.4594, 5.0964, 5.4104
2735, 3.2776, 5.2025, 5.3715
2736, 3.4594, 4.9358, 5.4695
2737, 2.9477, 5.1440, 5.5158
2738, 3.5850, 4.9631, 5.3536
2739, 3.5850, 5.2566, 5.4401
2740, 3.3219, 5.2106, 5.3549
2741, 3.0000, 5.2106, 5.4361
2742, 2.7500, 5.0423, 5.5030
2743, 3.4183, 5.1566, 5.5341
2744, 3.5850, 5.2025, 5.2819
2745, 3.0000, 5.1484, 5.5882
2746, 3.3219, 5.3025, 5.3536
2747, 3.0000, 5.2899, 5.4154
2748, 3.5850, 5.0773, 5.4479
2749, 3.3219, 5.1314, 5.4117
2750, 3.1699, 5.0358, 5.4695
2751, 3.4594, 5.1440, 5.4878
2752, 3.4183, 5.0757, 5.4851
2753, 3.1699, 5.0358, 5.5983
2754, 3.4183, 5.1232, 5.4580
2755, 3.1699, 5.1566, 5.5057
2756, 3.3219, 5.0216, 5.4438
2757, 3.0000, 5.0981, 5.4529
2758, 3.0000, 5.2025, 5.4773
2759, 3.0000, 5.1647, 5.4685
2760, 3.0000, 5.0631, 5.3795
2761, 3.3219, 5.1440, 5.4077
2762, 3.2516, 5.0046, 5.5676
2763, 3.2776, 5.3025, 5.5185
2764, 3.1699, 5.1025, 5.4039
2765, 2.7500, 5.1773, 5.2960
2766, 3.1219, 5.2817, 5.5598
2767, 3.1699, 5.2817, 5.5381
2768, 3.4183, 5.0773, 5.3691
2769, 3.3219, 5.2106, 5.5108
2770, 3.2516, 5.0566, 5.4516
2771, 3.1699, 5.0899, 5.3302
2772, 3.3219, 5.1691, 5.4428
2773, 3.2516, 5.1314, 5.4117
2774, 3.4183, 5.1151, 5.5932
2775, 3.2776, 4.9964, 5.4401
2776, 3.0000, 5.1106, 5.5286
2777, 3.2776, 5.0899, 5.5510
2778, 2.7500, 5.2817, 5.5009
2779, 3.0000, 5.1981, 5.4502
2780, 3.5850, 5.2025, 5.5030
2781, 3.0000, 5.0440, 5.5753
2782, 3.2516, 5.1025, 5.4046
2783, 3.5850, 4.8379, 5.4695
2784, 3.5850, 5.1106, 5.4695
2785, 3.0000, 5.0188, 5.5030
2786, 3.0000, 5.1314, 5.4415
2787, 3.2776, 4.8314, 5.4556
2788, 3.1699, 5.0817, 5.4255
2789, 3.1699, 5.0566, 5.3566
2790, 3.5850, 4.8172, 5.4306
2791, 3.4594, 5.1314, 5.5314
2792, 2.7219, 4.9899, 5.4066
2793, 3.1699, 5.1232, 5.4127
2794, 3.3219, 5.1358, 5.4438
2795, 3.0000, 5.0899, 5.5442
2796, 3.0000, 5.2151, 5.4539
2797, 3.2776, 5.0396, 5.5213
2798, 3.3219, 5.0647, 5.5057
2799, 3.3219, 5.1314, 5.2173
2800, 3.1219, 4.9712, 5.4077
2801, 3.4594, 5.1440, 5.4525
2802, 3.3219, 5.0899, 5.3911
2803, 3.1219, 5.1106, 5.3810
2804, 3.5850, 5.0855, 5.4077
2805, 3.1699, 5.1647, 5.3870
2806, 3.1699, 5.2358, 5.4428
2807, 3.0000, 5.0106, 5.5455
2808, 3.2516, 5.3025, 5.4929
2809, 3.5850, 5.1773, 5.3715
2810, 3.4183, 5.0025, 5.4127
2811, 3.1699, 5.0899, 5.5108
2812, 3.4594, 5.1899, 5.3782
2813, 2.7500, 5.2943, 5.4182
2814, 3.1219, 5.0172, 5.4016
2815, 2.7500, 4.9566, 5.2674
2816, 3.4183, 5.1358, 5.3488
2817, 3.4594, 5.1566, 5.4451
2818, 2.7500, 5.1232, 5.4840
2819, 3.4594, 5.1106, 5.3687
2820, 3.0000, 5.0981, 5.4127
2821, 3.0000, 5.1647, 5.4094
2822, 3.4594, 5.1358, 5.4735
2823, 3.2776, 5.1314, 5.5158
2824, 2.9477, 4.9505, 5.3616
2825, 3.4594, 5.0106, 5.4851
2826, 3.4594, 5.0188, 5.4607
2827, 3.4594, 5.2566, 5.6189
2828, 3.1219, 5.2358, 5.3147
2829, 2.9477, 5.0314, 5.4104
2830, 3.1699, 5.1232, 5.5419
2831, 2.9477, 5.2232, 5.5226
2832, 3.0000, 5.1882, 5.4516
2833, 3.0000, 5.0899, 5.5676
2834, 3.5850, 5.1358, 5.5030
2835, 3.0000, 4.9647, 5.3887
2836, 3.5850, 5.1440, 5.4361
2837, 3.5850, 5.0647, 5.4451
2838, 3.2776, 5.1358, 5.4468
2839, 3.4594, 5.2025, 5.3650
2840, 3.1699, 5.1566, 5.5108
2841, 3.4594, 5.2773, 5.6629
2842, 3.0000, 5.2358, 5.3860
2843, 3.3219, 4.9396, 5.4361
2844, 3.4594, 5.1106, 5.4969
2845, 3.0000, 5.2773, 5.3018
2846, 2.7500, 5.1314, 5.4979
2847, 3.0000, 5.1691, 5.4283
2848, 3.4594, 5.1314, 5.4489
2849, 3.2516, 5.1757, 5.4952
2850, 3.4594, 5.2440, 5.4232
2851, 3.4594, 5.3025, 5.4283
2852, 3.4594, 5.3151, 5.5598
2853, 3.2776, 5.1566, 5.4313
2854, 3.4594, 5.0358, 5.3260
2855, 3.2776, 5.1566, 5.4529
2856, 2.4056, 5.0566, 5.5442
2857, 3.4183, 5.0981, 5.4012
2858, 3.2776, 5.2232, 5.3948
2859, 3.1699, 5.1981, 5.4313
2860, 3.4183, 5.1647, 5.6088
2861, 3.2516, 5.2106, 5.5030
2862, 3.0000, 5.2440, 5.4979
2863, 3.2516, 5.0566, 5.3187
2864, 3.0000, 5.1151, 5.4722
2865, 3.5850, 5.1008, 5.4969
2866, 3.1699, 5.2025, 5.4840
2867, 3.1219, 5.1817, 5.5108
2868, 3.3219, 5.1232, 5.4479
2869, 3.0958, 5.2232, 5.4323
2870, 3.2776, 5.2691, 5.3136
2871, 3.5850, 5.0379, 5.3639
2872, 3.2776, 5.0855, 5.4411
2873, 3.2776, 5.1314, 5.4901
2874, 3.4594, 5.1981, 5.5392
2875, 3.1699, 5.1423, 5.5185
2876, 3.2776, 4.9899, 5.4489
2877, 3.1699, 5.1358, 5.5598
2878, 3.1699, 5.0549, 5.3921
2879, 3.3219, 5.0549, 5.4864
2880, 3.4183, 5.1773, 5.3586
2881, 3.5850, 5.2106, 5.4773
2882, 3.0000, 5.1025, 5.5392
2883, 2.9477, 5.1647, 5.4016
2884, 3.3219, 4.9757, 5.4800
2885, 3.4594, 5.1773, 5.4969
2886, 3.0000, 5.1773, 5.4539
2887, 3.4594, 4.8253, 5.4735
2888, 3.4594, 5.4151, 5.3971
2889, 3.0000, 5.0691, 5.4735
2890, 3.3219, 5.1106, 5.3704
2891, 3.0221, 5.1151, 5.4752
2892, 3.0000, 5.0151, 5.4851
2893, 2.9219, 5.1232, 5.3370
2894, 2.9477, 5.0691, 5.5084
2895, 3.4183, 5.2106, 5.4891
2896, 3.3219, 5.1566, 5.3627
2897, 3.2776, 5.0882, 5.5854
2898, 3.3219, 5.2232, 5.4489
2899, 3.0000, 4.7631, 5.5108
2900, 2.5000, 5.0981, 5.3782
2901, 3.3219, 4.9362, 5.4049
2902, 3.1699, 5.0773, 5.4195
2903, 3.1699, 5.3691, 5.6078
2904, 3.5850, 5.1899, 5.5057
2905, 3.1699, 5.1151, 5.5303
2906, 3.5850, 4.9981, 5.5236
2907, 3.1699, 5.2899, 5.5354
2908, 3.3219, 5.1566, 5.4154
2909, 3.1699, 5.2899, 5.4167
2910, 3.4594, 5.0151, 5.4617
2911, 3.4594, 5.0232, 5.4323
2912, 3.5850, 5.2484, 5.5469
2913, 3.2776, 5.1691, 5.3627
2914, 2.7500, 4.9855, 5.3978
2915, 3.3219, 5.1440, 5.4384
2916, 2.9477, 5.1440, 5.3366
2917, 3.3219, 5.2358, 5.5057
2918, 3.1699, 5.3025, 5.4929
2919, 3.5850, 5.1358, 5.4401
2920, 2.7255, 5.0981, 5.5598
2921, 3.3219, 5.1106, 5.3606
2922, 3.1699, 4.9106, 5.4813
2923, 3.3219, 5.0981, 5.5442
2924, 3.1219, 5.0062, 5.4823
2925, 3.1219, 5.1232, 5.4685
2926, 3.4594, 5.0106, 5.4617
2927, 3.5850, 4.9899, 5.4441
2928, 3.5850, 4.9358, 5.4235
2929, 3.1219, 5.2899, 5.5469
2930, 3.0000, 5.2232, 5.5263
2931, 3.1699, 5.2232, 5.4272
2932, 2.9477, 5.2566, 5.5392
2933, 2.7500, 5.1025, 5.4333
2934, 3.4594, 5.0899, 5.4695
2935, 3.4183, 5.0773, 5.3948
2936, 3.5850, 5.2484, 5.5263
2937, 3.3219, 5.1232, 5.5226
2938, 2.7500, 4.9566, 5.3509
2939, 3.2776, 5.0232, 5.4529
2940, 3.2516, 5.0440, 5.5960
2941, 3.3219, 5.2484, 5.5392
2942, 3.4183, 5.0773, 5.6061
2943, 3.4183, 5.1232, 5.4077
2944, 3.3219, 5.2106, 5.4979
2945, 3.0000, 5.2899, 5.5057
2946, 3.2516, 5.1691, 5.3782
2947, 2.7500, 4.9106, 5.5392
2948, 3.1699, 5.0566, 5.3887
2949, 3.1699, 5.0899, 5.3498
2950, 3.1699, 5.1025, 5.4952
2951, 3.5850, 5.1484, 5.4874
2952, 2.9219, 5.0314, 5.5253
2953, 3.3219, 5.1773, 5.5226
2954, 3.3219, 5.1647, 5.5648
2955, 3.4594, 5.0773, 5.3765
2956, 3.4594, 5.2151, 5.5520
2957, 3.5850, 5.3025, 5.4823
2958, 2.9477, 4.9062, 5.4645
2959, 3.4594, 5.0899, 5.4685
2960, 3.1699, 5.1358, 5.6244
2961, 3.1219, 5.0025, 5.3319
2962, 3.2776, 5.0566, 5.2591
2963, 3.5850, 4.9106, 5.4205
2964, 3.1699, 5.0358, 5.4462
2965, 3.0000, 5.1943, 5.3694
2966, 3.3219, 5.0899, 5.4154
2967, 3.3219, 5.0899, 5.4840
2968, 2.9477, 5.0899, 5.3860
2969, 3.4594, 5.2566, 5.4929
2970, 3.4594, 5.0314, 5.5419
2971, 3.0221, 5.0314, 5.4388
2972, 2.6416, 5.0423, 5.3526
2973, 3.1699, 5.0899, 5.4205
2974, 3.5850, 5.0505, 5.4117
2975, 3.4594, 5.0691, 5.5510
2976, 3.3219, 5.1484, 5.4154
2977, 2.7500, 5.0647, 5.2312
2978, 2.9477, 5.0647, 5.4942
2979, 3.5850, 5.0314, 5.5030
2980, 3.5850, 5.2106, 5.5547
2981, 2.9477, 5.0817, 5.5598
2982, 3.3219, 5.0484, 5.4695
2983, 3.4594, 5.2232, 5.4607
2984, 3.0000, 5.0046, 5.4066
2985, 3.5850, 5.0566, 5.4617
2986, 3.3219, 5.1314, 5.3843
2987, 3.4594, 5.0232, 5.4800
2988, 3.5850, 5.1566, 5.2869
2989, 2.9477, 4.9046, 5.5286
2990, 3.1699, 5.1106, 5.5006
2991, 3.4183, 4.9757, 5.5158
2992, 3.4594, 5.1232, 5.4296
2993, 3.2776, 5.0423, 5.5804
2994, 3.2776, 5.1691, 5.5236
2995, 3.4183, 5.1691, 5.3833
2996, 3.0000, 5.0631, 5.4803
2997, 3.5850, 5.1314, 5.4066
2998, 3.1699, 5.1549, 5.4283
2999, 3.2776, 5.0440, 5.4763
3000, 3.1219, 5.0025, 5.5547
3001, 3.2776, 4.9981, 5.4878
3002, 3.0000, 5.0029, 5.6473
3003, 3.4594, 5.2025, 5.4516
3004, 2.9219, 5.1691, 5.4969
3005, 3.4594, 5.0691, 5.3782
3006, 3.0850, 5.0773, 5.5135
3007, 3.3219, 5.2232, 5.3063
3008, 3.5850, 5.0773, 5.5520
3009, 3.0000, 5.0691, 5.4451
3010, 3.5850, 5.0216, 5.4397
3011, 3.3219, 5.2817, 5.2781
3012, 3.0000, 5.1358, 5.5804
3013, 3.1699, 4.9647, 5.4516
3014, 2.7255, 5.0773, 5.5766
3015, 3.4594, 5.1025, 5.4066
3016, 3.1699, 5.0899, 5.3536
3017, 3.1699, 5.2566, 5.3810
3018, 3.0000, 5.2232, 5.4077
3019, 3.0000, 5.1025, 5.4901
3020, 3.0272, 5.1566, 5.4411
3021, 3.0000, 5.0423, 5.4333
3022, 3.2776, 5.0981, 5.5364
3023, 3.1699, 5.2358, 5.3654
3024, 3.5850, 5.0440, 5.4066
3025, 3.1699, 5.2691, 5.4479
3026, 3.1699, 5.1423, 5.5303
3027, 3.4183, 5.2691, 5.4722
3028, 3.1699, 4.9647, 5.4029
3029, 2.8464, 5.1172, 5.4853
3030, 3.4183, 5.1423, 5.5547
3031, 3.1219, 5.0566, 5.3988
3032, 3.3219, 5.2899, 5.4773
3033, 3.0000, 5.2899, 5.4512
3034, 3.0221, 5.0314, 5.3471
3035, 3.2776, 4.9757, 5.4479
3036, 3.5850, 5.3025, 5.4695
3037, 3.4183, 5.1566, 5.4350
3038, 3.2516, 5.0358, 5.5108
3039, 3.4183, 5.2232, 5.4018
3040, 3.3219, 4.9647, 5.3928
3041, 3.4183, 5.2773, 5.5253
3042, 3.1699, 4.9981, 5.6216
3043, 3.2776, 4.9505, 5.4489
3044, 3.1699, 4.9964, 5.5831
3045, 3.2516, 5.0964, 5.4184
3046, 3.4183, 5.1440, 5.5753
3047, 2.9477, 5.0232, 5.4901
3048, 2.9477, 4.8981, 5.4184
3049, 2.7500, 5.1106, 5.5019
3050, 3.1699, 5.0232, 5.5983
3051, 3.3219, 5.2232, 5.3742
3052, 3.4183, 4.9090, 5.2970
3053, 3.2516, 5.1090, 5.3126
3054, 3.4183, 5.0817, 5.6010
3055, 3.0000, 4.9253, 5.4117
3056, 3.0000, 5.0440, 5.4350
3057, 3.4594, 5.1151, 5.4645
3058, 3.3219, 5.0817, 5.5097
3059, 3.1219, 4.9981, 5.4695
3060, 3.1219, 5.2899, 5.3614
3061, 3.3219, 5.1773, 5.4786
3062, 3.0000, 5.0899, 5.4657
3063, 3.2516, 4.9314, 5.4090
3064, 2.9477, 5.3232, 5.3549
3065, 2.9477, 5.1691, 5.5341
3066, 2.9477, 5.1314, 5.6010
3067, 3.0000, 5.2943, 5.5006
3068, 3.2776, 5.3276, 5.4134
3069, 3.1699, 5.1106, 5.3279
3070, 3.4594, 5.0817, 5.4901
3071, 2.9477, 5.0423, 5.4603
3072, 3.5850, 5.1773, 5.4104
3073, 3.2776, 5.0090, 5.5236
3074, 3.3219, 5.0981, 5.4918
3075, 3.1219, 5.0522, 5.3978
3076, 2.7500, 5.0981, 5.3870
3077, 3.5850, 5.2232, 5.4901
3078, 3.4183, 5.2691, 5.5766
3079, 3.3219, 5.1773, 5.4695
3080, 3.0850, 5.1297, 5.4029
3081, 2.7500, 5.1106, 5.4333
3082, 3.1699, 4.9232, 5.3242
3083, 3.5850, 5.1025, 5.2882
3084, 3.5850, 5.2899, 5.3921
3085, 3.1699, 5.0691, 5.4645
3086, 3.4183, 5.0440, 5.5236
3087, 3.2776, 5.0691, 5.4851
3088, 3.1219, 5.1232, 5.5598
3089, 3.2516, 5.1106, 5.5854
3090, 3.2776, 5.0090, 5.5882
3091, 3.1699, 5.0566, 5.4813
3092, 3.0000, 5.1773, 5.4026
3093, 3.0000, 5.0773, 5.4546
3094, 2.9477, 5.0817, 5.4245
3095, 3.4594, 4.9314, 5.4840
3096, 2.7500, 5.1899, 5.4851
3097, 3.1219, 5.0188, 5.5570
3098, 3.4594, 5.0232, 5.5598
3099, 3.0000, 5.0817, 5.5794
3100, 2.9477, 5.0151, 5.3911
3101, 3.1699, 5.0981, 5.3292
3102, 3.3219, 5.2232, 5.6010
3103, 3.2776, 5.0522, 5.4245
3104, 3.0000, 5.0566, 5.4438
3105, 3.2516, 5.2358, 5.4695
3106, 2.7500, 5.1440, 5.4773
3107, 3.1219, 5.1151, 5.5236
3108, 2.7219, 5.2151, 5.4205
3109, 2.7500, 5.1358, 5.4645
3110, 3.1219, 4.9817, 5.4901
3111, 3.5850, 5.0232, 5.4569
3112, 3.1699, 5.2899, 5.5148
3113, 3.0958, 4.9773, 5.4107
3114, 3.4183, 5.1899, 5.5108
3115, 3.3219, 5.3025, 5.5442
3116, 3.0000, 5.1106, 5.5419
3117, 3.4594, 5.1232, 5.4157
3118, 3.2776, 5.1440, 5.3481
3119, 3.3219, 4.9691, 5.5303
3120, 3.5850, 5.0838, 5.4803
3121, 3.5850, 5.1566, 5.4077
3122, 3.1699, 5.1025, 5.4695
3123, 3.5850, 5.1106, 5.5253
3124, 3.4183, 5.0090, 5.5547
3125, 3.1219, 5.1566, 5.4090
3126, 3.4183, 5.1232, 5.4864
3127, 3.2516, 5.0232, 5.4052
3128, 3.5850, 5.1106, 5.4539
3129, 3.4183, 5.2106, 5.4154
3130, 2.9477, 5.0981, 5.4077
3131, 3.0000, 5.0981, 5.4979
3132, 3.2776, 5.0773, 5.4556
3133, 2.9477, 5.0817, 5.4255
3134, 3.5850, 5.0232, 5.5560
3135, 3.4183, 5.1817, 5.4333
3136, 3.5850, 5.1773, 5.5006
3137, 3.0958, 5.0981, 5.5882
3138, 3.4183, 5.0025, 5.5932
3139, 3.4183, 4.8757, 5.5158
3140, 3.5850, 5.0484, 5.4773
3141, 3.3219, 5.0297, 5.4428
3142, 2.7500, 5.0647, 5.5547
3143, 3.1699, 5.2358, 5.5030
3144, 3.5850, 5.1566, 5.5804
3145, 2.7255, 4.9188, 5.4361
3146, 2.7500, 5.0899, 5.4029
3147, 3.4183, 5.1773, 5.5442
3148, 2.8454, 5.1440, 5.4479
3149, 3.4183, 5.0899, 5.4283
3150, 3.4594, 5.0647, 5.4205
3151, 3.1699, 5.0106, 5.5263
3152, 2.7500, 4.9981, 5.5185
3153, 3.1699, 5.0297, 5.4773
3154, 2.7255, 5.2358, 5.5175
3155, 3.4183, 4.9314, 5.5314
3156, 3.4183, 5.1566, 5.4735
3157, 3.4594, 5.0090, 5.4746
3158, 3.5850, 5.0773, 5.5510
3159, 3.4183, 5.0062, 5.5175
3160, 3.4594, 5.0899, 5.2867
3161, 3.0000, 5.3358, 5.5326
3162, 2.7500, 5.1025, 5.6294
3163, 3.2776, 5.2899, 5.3976
3164, 2.7500, 5.1188, 5.3870
3165, 3.2776, 5.0981, 5.4411
3166, 3.5850, 5.0773, 5.5469
3167, 3.1219, 5.0773, 5.4262
3168, 3.0000, 5.1773, 5.4127
3169, 3.1699, 5.2440, 5.4077
3170, 2.9477, 5.1232, 5.3988
3171, 3.3219, 5.2566, 5.4205
3172, 3.0000, 5.0566, 5.5135
3173, 3.3219, 4.9549, 5.3498
3174, 2.9477, 5.2151, 5.4195
3175, 3.1699, 5.2691, 5.4645
3176, 3.1699, 5.0151, 5.4929
3177, 3.4594, 5.0025, 5.5794
3178, 2.9477, 5.0899, 5.3961
3179, 3.4183, 5.3276, 5.3599
3180, 3.1219, 5.0647, 5.3566
3181, 3.0000, 5.0440, 5.5665
3182, 3.4183, 5.0757, 5.4333
3183, 3.0000, 5.0981, 5.4851
3184, 2.7255, 4.9899, 5.4634
3185, 3.5850, 5.2025, 5.5253
3186, 3.0000, 4.9314, 5.4144
3187, 2.9477, 5.0188, 5.4580
3188, 3.4594, 4.9631, 5.5185
3189, 3.2776, 5.2106, 5.3330
3190, 3.2516, 5.1314, 5.4803
3191, 3.2516, 5.2025, 5.4722
3192, 3.0000, 5.1232, 5.6138
3193, 3.2776, 5.0090, 5.4840
3194, 3.1699, 5.1106, 5.4438
3195, 2.9477, 5.0773, 5.3785
3196, 3.0958, 4.9631, 5.4049
3197, 2.7500, 4.8757, 5.5314
3198, 3.1219, 5.0647, 5.4323
3199, 3.4183, 4.9817, 5.4077
